,title,title_lower,review,sentiment
210,The Walking Dead,the walking dead,"The Final Season is The Walking Dead like you've never seen it before. Even at the beginning of the end, The Walking Dead isn't dying  it's living again.",1
211,The Walking Dead,the walking dead,The Walking Dead really did go far enough to create compelling reasons to see how things get resolved.,1
212,The Walking Dead,the walking dead,"Both episodes end on satisfying cliffhangers - the first of which is resolved right away at the start of episode two - but they're still missing some of the wow factor that usually makes a ""TWD"" premiere feel special.",1
213,The Flash,the flash,"There is just enough excitement to get us to the next episode without making things too overly convoluted. Hopefully, it stays that way.",1
214,Shameless,shameless,"Just like the sprawling, self-sabotaging Gallagher family, Shameless is by turns generous and murderous; tender and wild; often exasperating and occasionally brilliant.",1
215,Shameless,shameless,Shameless fails many of its other characters when it comes to their conclusions. The series even does it in such a way where it feels like the show made a deliberate choice to avoid giving a solid ending to anyone's arc.,0
216,Shameless,shameless,The swan song of the Emmy winner still has some surprises up its stain-tattered and still glorious sleeve.,1
217,Shameless,shameless,"The finale is actually a pretty apt metaphor for communities in transition periods. It raises the question of who actually benefits from amenities and development, even if it doesn't answer those questions completely, and there's poignance in that.",1
218,Shameless,shameless,"I love this show, messy flaws, brazen outrageousness, frenetic pacing, offensive story lines, hyper-farcical turns and all. It's not a Breaking Bad or a Mad Men, a pair of near-perfect specimens, but it has the kind of humanity that inspires my devotion.",1
219,Shameless,shameless,Its crudeness and empathy give it a realism that makes the humor both genuinely funny but also challenging.,1
220,Shameless,shameless,"After months of delays, Shameless is back and more uneven than ever... Narratively speaking, there was no direction. A show in its final season should have set up conflicts that need to be resolved by the time the series finale arrives.",0
221,Shameless,shameless,"Is social distancing happening? No freaking way, but I don't think Shameless would work if all of the characters hung out at home. Nor would it seem believable that they could afford to do so.",1
222,Shameless,shameless,"I understand that Shameless continues to find Frank useful, but the results are never actually interesting, nor do they ever add up to anything.",0
223,Shameless,shameless,"These struggles are perfect for the show to cover because the Gallaghers have always managed to find a way with or without money and during the current climate, that struggle is even more extreme.",1
224,Supernatural,supernatural,"'Route 66' meets 'The X-Files' series which they pretty well stick the landing. 20 episode and final season with epic number of featurettes,",1
225,Supernatural,supernatural,Fans of Supernatural have practically grown up with the Winchester Brothers and have watched the actors age and mature over the last fifteen years.,1
226,Supernatural,supernatural,The ultimate series comes to a close with an epic final season.,1
227,Supernatural,supernatural,"If there is some small silver lining to be found in this soft and ambiguous landing, it allows the perfect opportunity for the fandom to do what it's always done: create a version of the story they prefer.",1
228,Supernatural,supernatural,"Sam and Dean have matured and evolved along with the people watching them, and their separate journeys speak to the darkness hunkered down within each of us and our wider culture.",1
229,Supernatural,supernatural,"The Supernatural series finale took its time, gracefully balancing reference and nostalgia with a hunt and endgame worthy of its legacy.",1
230,Supernatural,supernatural,"In classic Supernatural form, it was funny, filled with love, and downright devastating.",1
231,Supernatural,supernatural,"Supernatural's season fifteen premiere is an enjoyable, action-packed affair which doesn't exactly make it clear where things are going from here but still points to it being a fun, final ride for the Winchesters.",1
232,Supernatural,supernatural,"This premiere episode feels like a mix of the old Supernatural and the new. These urban legends fit the aesthetic of the early seasons a lot better, but they're not entirely out of place.",1
233,Supernatural,supernatural,"It's a great start to the final season. There are lots of questions and lots of work to do, but Sam and Dean can handle it -- like they always do.",1
234,Supernatural,supernatural,"Supernatural starts out the final season in the best way it possibly can. Dean and Castiel one liners, an appreciation for its history, and new stakes to carry them through the final season.",1
235,Supernatural,supernatural,I was already excited for this season and the big fight facing the Winchesters. It's not fair to throw amazing fan service and heart-warming quotes at me. My feelings just don't stand a chance this season.,1
236,You,you,"Despite a few dull moments, the show remains pretty sharp.",1
237,You,you,"Nobody lives happily ever after, even with couples therapy, and the bad guy will get to play Prince Charming in another fucked up fairy tale next season.",1
238,You,you,"As trashy TV goes, You still reigns supreme as one of the more bingeable pieces of entertainment out there right now.",1
239,You,you,"[Joe is] an often despicable character, an unrepentant self-serving creep, and yet sharp writing and a great performance from Badgley make him one of the more entertaining characters on television.",1
240,You,you,"It delivers. If you're in for thrills, chills and kills, you're getting that this season.",1
241,You,you,"I would love to have [Joe] narrate my own life, if I didn't know what that level of attention from him would mean for me.",1
242,You,you,"The stakes with ""You"" always lie in Joe being a protagonist you root against. But by season three's end, we stopped enjoying the ride - all we want is for Joe to receive his comeuppance.",0
243,You,you,"You is one of those series that one would expect would have lost its momentum by the third season. However, instead of hitting its plateau this show only keeps getting better.",1
244,You,you,"I love the sardonic tone and bluntness of the storytelling. Love's recklessness does become a point of contention, though.",1
